id,user,local,device,day,hour,type,model,value
"5a159fbab9f32204fd8ab6b2","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:13:04","corrente","sct-013","0.51"
"5a159fbfb9f32204fd8ab6b3","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:13:10","corrente","sct-013","0.59"
"5a159fc4b9f32204fd8ab6b4","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:13:15","corrente","sct-013","0.52"
"5a159fcab9f32204fd8ab6b5","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:13:20","corrente","sct-013","0.57"
"5a159fcfb9f32204fd8ab6b6","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:13:26","corrente","sct-013","0.57"
"5a159fd4b9f32204fd8ab6b7","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:13:31","corrente","sct-013","0.48"
"5a159fd9b9f32204fd8ab6b8","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:13:36","corrente","sct-013","0.51"
"5a159fdfb9f32204fd8ab6b9","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:13:41","corrente","sct-013","0.41"
"5a159fe4b9f32204fd8ab6ba","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:13:47","corrente","sct-013","0.39"
"5a159fe9b9f32204fd8ab6bb","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:13:52","corrente","sct-013","0.52"
"5a159feeb9f32204fd8ab6bc","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:13:57","corrente","sct-013","0.53"
"5a159ff4b9f32204fd8ab6bd","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:14:03","corrente","sct-013","0.33"
"5a159ff9b9f32204fd8ab6be","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:14:08","corrente","sct-013","0.36"
"5a159ffeb9f32204fd8ab6bf","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:14:13","corrente","sct-013","0.45"
"5a15a004b9f32204fd8ab6c0","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:14:18","corrente","sct-013","0.48"
"5a15a009b9f32204fd8ab6c1","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:14:24","corrente","sct-013","0.43"
"5a15a00eb9f32204fd8ab6c2","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:14:29","corrente","sct-013","0.6"
"5a15a013b9f32204fd8ab6c3","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:14:34","corrente","sct-013","0.49"
"5a15a018b9f32204fd8ab6c4","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:14:39","corrente","sct-013","0.47"
"5a15a01eb9f32204fd8ab6c5","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:14:45","corrente","sct-013","0.32"
"5a15a023b9f32204fd8ab6c6","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:14:50","corrente","sct-013","0.39"
"5a15a028b9f32204fd8ab6c7","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:14:55","corrente","sct-013","0.37"
"5a15a02db9f32204fd8ab6c8","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:15:00","corrente","sct-013","0.54"
"5a15a033b9f32204fd8ab6c9","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:15:06","corrente","sct-013","0.54"
"5a15a038b9f32204fd8ab6ca","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:15:11","corrente","sct-013","0.55"
"5a15a03db9f32204fd8ab6cb","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:15:16","corrente","sct-013","0.31"
"5a15a042b9f32204fd8ab6cc","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:15:21","corrente","sct-013","0.36"
"5a15a048b9f32204fd8ab6cd","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:15:26","corrente","sct-013","0.53"
"5a15a04db9f32204fd8ab6ce","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:15:32","corrente","sct-013","0.58"
"5a15a052b9f32204fd8ab6cf","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:15:37","corrente","sct-013","0.34"
"5a15a058b9f32204fd8ab6d0","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:15:42","corrente","sct-013","0.51"
"5a15a05db9f32204fd8ab6d1","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:15:48","corrente","sct-013","0.37"
"5a15a062b9f32204fd8ab6d2","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:15:53","corrente","sct-013","0.39"
"5a15a067b9f32204fd8ab6d3","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:15:58","corrente","sct-013","0.51"
"5a15a06cb9f32204fd8ab6d4","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:16:03","corrente","sct-013","0.41"
"5a15a072b9f32204fd8ab6d5","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:16:09","corrente","sct-013","0.39"
"5a15a077b9f32204fd8ab6d6","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:16:14","corrente","sct-013","0.59"
"5a15a07cb9f32204fd8ab6d7","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:16:19","corrente","sct-013","0.54"
"5a15a081b9f32204fd8ab6d8","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:16:24","corrente","sct-013","0.5"
"5a15a087b9f32204fd8ab6d9","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:16:29","corrente","sct-013","0.44"
"5a15a08cb9f32204fd8ab6da","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:16:35","corrente","sct-013","0.53"
"5a15a091b9f32204fd8ab6db","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:16:40","corrente","sct-013","0.51"
"5a15a096b9f32204fd8ab6dc","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:16:45","corrente","sct-013","0.36"
"5a15a09cb9f32204fd8ab6dd","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:16:50","corrente","sct-013","0.54"
"5a15a0a1b9f32204fd8ab6de","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:16:56","corrente","sct-013","0.32"
"5a15a0a6b9f32204fd8ab6df","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:17:01","corrente","sct-013","0.58"
"5a15a0acb9f32204fd8ab6e0","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:17:06","corrente","sct-013","0.4"
"5a15a0b1b9f32204fd8ab6e1","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:17:12","corrente","sct-013","0.51"
"5a15a0b6b9f32204fd8ab6e2","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:17:17","corrente","sct-013","0.58"
"5a15a0bbb9f32204fd8ab6e3","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:17:22","corrente","sct-013","0.58"
"5a15a0c1b9f32204fd8ab6e4","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:17:27","corrente","sct-013","0.45"
"5a15a0c7b9f32204fd8ab6e5","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:17:33","corrente","sct-013","0.36"
"5a15a0ccb9f32204fd8ab6e6","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:17:39","corrente","sct-013","0.46"
"5a15a0d1b9f32204fd8ab6e7","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:17:44","corrente","sct-013","0.52"
"5a15a0d7b9f32204fd8ab6e8","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:17:49","corrente","sct-013","0.48"
"5a15a0dcb9f32204fd8ab6e9","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:17:55","corrente","sct-013","0.4"
"5a15a0e1b9f32204fd8ab6ea","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:18:00","corrente","sct-013","0.56"
"5a15a0e6b9f32204fd8ab6eb","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:18:05","corrente","sct-013","0.41"
"5a15a0ecb9f32204fd8ab6ec","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:18:10","corrente","sct-013","0.56"
"5a15a0f1b9f32204fd8ab6ed","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:18:16","corrente","sct-013","0.51"
"5a15a0f6b9f32204fd8ab6ee","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:18:21","corrente","sct-013","0.51"
"5a15a0fbb9f32204fd8ab6ef","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:18:26","corrente","sct-013","0.49"
"5a15a100b9f32204fd8ab6f0","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:18:31","corrente","sct-013","0.59"
"5a15a106b9f32204fd8ab6f1","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:18:37","corrente","sct-013","0.32"
"5a15a10bb9f32204fd8ab6f2","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:18:42","corrente","sct-013","0.59"
"5a15a115b9f32204fd8ab6f3","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:18:47","corrente","sct-013","0.44"
"5a15a11ab9f32204fd8ab6f4","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:18:57","corrente","sct-013","0.36"
"5a15a129b9f32204fd8ab6f5","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:19:02","corrente","sct-013","0.6"
"5a15a131b9f32204fd8ab6f6","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:19:17","corrente","sct-013","0.4"
"5a15a137b9f32204fd8ab6f7","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:19:25","corrente","sct-013","0.39"
"5a15a13cb9f32204fd8ab6f8","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:19:31","corrente","sct-013","0.53"
"5a15a141b9f32204fd8ab6f9","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:19:36","corrente","sct-013","0.34"
"5a15a146b9f32204fd8ab6fa","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:19:41","corrente","sct-013","0.56"
"5a15a14cb9f32204fd8ab6fb","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:19:46","corrente","sct-013","0.41"
"5a15a151b9f32204fd8ab6fc","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:19:52","corrente","sct-013","0.59"
"5a15a156b9f32204fd8ab6fd","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:19:57","corrente","sct-013","0.55"
"5a15a15bb9f32204fd8ab6fe","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:20:02","corrente","sct-013","0.39"
"5a15a161b9f32204fd8ab6ff","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:20:07","corrente","sct-013","0.31"
"5a15a166b9f32204fd8ab700","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:20:13","corrente","sct-013","0.55"
"5a15a16bb9f32204fd8ab701","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:20:18","corrente","sct-013","0.55"
"5a15a170b9f32204fd8ab702","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:20:23","corrente","sct-013","0.4"
"5a15a175b9f32204fd8ab703","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:20:28","corrente","sct-013","0.39"
"5a15a17bb9f32204fd8ab704","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:20:33","corrente","sct-013","0.34"
"5a15a180b9f32204fd8ab705","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:20:39","corrente","sct-013","0.36"
"5a15a185b9f32204fd8ab706","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:20:44","corrente","sct-013","0.42"
"5a15a18bb9f32204fd8ab707","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:20:49","corrente","sct-013","0.45"
"5a15a190b9f32204fd8ab708","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:20:55","corrente","sct-013","0.33"
"5a15a195b9f32204fd8ab709","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:21:00","corrente","sct-013","0.53"
"5a15a19bb9f32204fd8ab70a","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:21:05","corrente","sct-013","0.43"
"5a15a1a0b9f32204fd8ab70b","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:21:11","corrente","sct-013","0.39"
"5a15a1a5b9f32204fd8ab70c","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:21:16","corrente","sct-013","0.41"
"5a15a1aab9f32204fd8ab70d","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:21:21","corrente","sct-013","0.46"
"5a15a1afb9f32204fd8ab70e","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:21:26","corrente","sct-013","0.57"
"5a15a1b5b9f32204fd8ab70f","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:21:32","corrente","sct-013","0.44"
"5a15a1bab9f32204fd8ab710","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:21:37","corrente","sct-013","0.31"
"5a15a1bfb9f32204fd8ab711","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:21:42","corrente","sct-013","0.43"
"5a15a1c4b9f32204fd8ab712","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:21:47","corrente","sct-013","0.55"
"5a15a1cab9f32204fd8ab713","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:21:52","corrente","sct-013","0.54"
"5a15a1cfb9f32204fd8ab714","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:21:58","corrente","sct-013","0.52"
"5a15a1d9b9f32204fd8ab716","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:22:08","corrente","sct-013","0.6"
"5a15a1d4b9f32204fd8ab715","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:22:03","corrente","sct-013","0.47"
"5a15a1deb9f32204fd8ab717","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:22:13","corrente","sct-013","0.35"
"5a15a1e4b9f32204fd8ab718","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:22:19","corrente","sct-013","0.39"
"5a15a1e9b9f32204fd8ab719","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:22:24","corrente","sct-013","0.32"
"5a15a1eeb9f32204fd8ab71a","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:22:29","corrente","sct-013","0.52"
"5a15a1f4b9f32204fd8ab71b","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:22:34","corrente","sct-013","0.56"
"5a15a1f9b9f32204fd8ab71c","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:22:40","corrente","sct-013","0.46"
"5a15a1feb9f32204fd8ab71d","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:22:45","corrente","sct-013","0.52"
"5a15a203b9f32204fd8ab71e","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:22:50","corrente","sct-013","0.57"
"5a15a208b9f32204fd8ab71f","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:22:55","corrente","sct-013","0.55"
"5a15a20eb9f32204fd8ab720","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:23:00","corrente","sct-013","0.3"
"5a15a213b9f32204fd8ab721","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:23:06","corrente","sct-013","0.58"
"5a15a218b9f32204fd8ab722","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:23:11","corrente","sct-013","0.36"
"5a15a21db9f32204fd8ab723","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:23:16","corrente","sct-013","0.31"
"5a15a223b9f32204fd8ab724","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:23:21","corrente","sct-013","0.52"
"5a15a228b9f32204fd8ab725","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:23:27","corrente","sct-013","0.35"
"5a15a22db9f32204fd8ab726","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:23:32","corrente","sct-013","0.48"
"5a15a232b9f32204fd8ab727","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:23:37","corrente","sct-013","0.41"
"5a15a238b9f32204fd8ab728","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:23:42","corrente","sct-013","0.45"
"5a15a23db9f32204fd8ab729","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:23:48","corrente","sct-013","0.58"
"5a15a242b9f32204fd8ab72a","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:23:53","corrente","sct-013","0.31"
"5a15a247b9f32204fd8ab72b","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:23:58","corrente","sct-013","0.58"
"5a15a24db9f32204fd8ab72c","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:24:03","corrente","sct-013","0.33"
"5a15a252b9f32204fd8ab72d","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:24:09","corrente","sct-013","0.51"
"5a15a257b9f32204fd8ab72e","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:24:14","corrente","sct-013","0.44"
"5a15a25cb9f32204fd8ab72f","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:24:19","corrente","sct-013","0.53"
"5a15a262b9f32204fd8ab730","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:24:24","corrente","sct-013","0.34"
"5a15a267b9f32204fd8ab731","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:24:30","corrente","sct-013","0.38"
"5a15a26cb9f32204fd8ab732","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:24:35","corrente","sct-013","0.33"
"5a15a271b9f32204fd8ab733","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:24:40","corrente","sct-013","0.59"
"5a15a277b9f32204fd8ab734","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:24:45","corrente","sct-013","0.56"
"5a15a27cb9f32204fd8ab735","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:24:51","corrente","sct-013","0.34"
"5a15a281b9f32204fd8ab736","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:24:56","corrente","sct-013","0.38"
"5a15a286b9f32204fd8ab737","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:25:01","corrente","sct-013","0.38"
"5a15a28cb9f32204fd8ab738","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:25:06","corrente","sct-013","0.53"
"5a15a291b9f32204fd8ab739","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:25:12","corrente","sct-013","0.56"
"5a15a296b9f32204fd8ab73a","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:25:17","corrente","sct-013","0.54"
"5a15a29bb9f32204fd8ab73b","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:25:22","corrente","sct-013","0.44"
"5a15a2a1b9f32204fd8ab73c","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:25:27","corrente","sct-013","0.32"
"5a15a2a6b9f32204fd8ab73d","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:25:33","corrente","sct-013","0.32"
"5a15a2abb9f32204fd8ab73e","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:25:38","corrente","sct-013","0.49"
"5a15a2b0b9f32204fd8ab73f","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:25:43","corrente","sct-013","0.49"
"5a15a2b6b9f32204fd8ab740","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:25:48","corrente","sct-013","0.55"
"5a15a2bbb9f32204fd8ab741","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:25:54","corrente","sct-013","0.34"
"5a15a2c0b9f32204fd8ab742","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:25:59","corrente","sct-013","0.39"
"5a15a2c5b9f32204fd8ab743","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:26:04","corrente","sct-013","0.33"
"5a15a2cab9f32204fd8ab744","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:26:09","corrente","sct-013","0.56"
"5a15a2d0b9f32204fd8ab745","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:26:15","corrente","sct-013","0.37"
"5a15a2d5b9f32204fd8ab746","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:26:20","corrente","sct-013","0.47"
"5a15a2dab9f32204fd8ab747","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:26:25","corrente","sct-013","0.56"
"5a15a2e0b9f32204fd8ab748","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:26:30","corrente","sct-013","0.4"
"5a15a2e5b9f32204fd8ab749","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:26:36","corrente","sct-013","0.33"
"5a15a2eab9f32204fd8ab74a","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:26:41","corrente","sct-013","0.36"
"5a15a2efb9f32204fd8ab74b","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:26:46","corrente","sct-013","0.59"
"5a15a2f5b9f32204fd8ab74c","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:26:51","corrente","sct-013","0.48"
"5a15a2fab9f32204fd8ab74d","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:26:57","corrente","sct-013","0.36"
"5a15a2ffb9f32204fd8ab74e","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:27:02","corrente","sct-013","0.33"
"5a15a304b9f32204fd8ab74f","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:27:07","corrente","sct-013","0.56"
"5a15a30ab9f32204fd8ab750","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:27:12","corrente","sct-013","0.5"
"5a15a30fb9f32204fd8ab751","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:27:18","corrente","sct-013","0.42"
"5a15a314b9f32204fd8ab752","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:27:23","corrente","sct-013","0.59"
"5a15a31ab9f32204fd8ab753","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:27:28","corrente","sct-013","0.36"
"5a15a31fb9f32204fd8ab754","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:27:34","corrente","sct-013","0.38"
"5a15a324b9f32204fd8ab755","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:27:39","corrente","sct-013","0.54"
"5a15a329b9f32204fd8ab756","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:27:44","corrente","sct-013","0.42"
"5a15a32fb9f32204fd8ab757","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:27:50","corrente","sct-013","0.5"
"5a15a334b9f32204fd8ab758","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:27:55","corrente","sct-013","0.33"
"5a15a339b9f32204fd8ab759","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:28:00","corrente","sct-013","0.37"
"5a15a33fb9f32204fd8ab75a","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:28:05","corrente","sct-013","0.31"
"5a15a344b9f32204fd8ab75b","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:28:11","corrente","sct-013","0.41"
"5a15a349b9f32204fd8ab75c","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:28:16","corrente","sct-013","0.42"
"5a15a34eb9f32204fd8ab75d","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:28:21","corrente","sct-013","0.3"
"5a15a354b9f32204fd8ab75e","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:28:26","corrente","sct-013","0.3"
"5a15a359b9f32204fd8ab75f","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:28:32","corrente","sct-013","0.48"
"5a15a35eb9f32204fd8ab760","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:28:37","corrente","sct-013","0.39"
"5a15a363b9f32204fd8ab761","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:28:42","corrente","sct-013","0.43"
"5a15a369b9f32204fd8ab762","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:28:47","corrente","sct-013","0.37"
"5a15a36eb9f32204fd8ab763","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:28:53","corrente","sct-013","0.33"
"5a15a373b9f32204fd8ab764","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:28:58","corrente","sct-013","0.58"
"5a15a378b9f32204fd8ab765","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:29:03","corrente","sct-013","0.48"
"5a15a37eb9f32204fd8ab766","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:29:08","corrente","sct-013","0.33"
"5a15a383b9f32204fd8ab767","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:29:14","corrente","sct-013","0.48"
"5a15a388b9f32204fd8ab768","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:29:19","corrente","sct-013","0.59"
"5a15a38db9f32204fd8ab769","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:29:24","corrente","sct-013","0.53"
"5a15a393b9f32204fd8ab76a","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:29:29","corrente","sct-013","0.57"
"5a15a398b9f32204fd8ab76b","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:29:35","corrente","sct-013","0.42"
"5a15a39db9f32204fd8ab76c","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:29:40","corrente","sct-013","0.54"
"5a15a3a2b9f32204fd8ab76d","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:29:45","corrente","sct-013","0.33"
"5a15a3a8b9f32204fd8ab76e","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:29:50","corrente","sct-013","0.46"
"5a15a3adb9f32204fd8ab76f","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:29:56","corrente","sct-013","0.59"
"5a15a3b3b9f32204fd8ab770","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:30:01","corrente","sct-013","0.54"
"5a15a3b8b9f32204fd8ab771","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:30:07","corrente","sct-013","0.33"
"5a15a3beb9f32204fd8ab772","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:30:12","corrente","sct-013","0.35"
"5a15a3c3b9f32204fd8ab773","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:30:18","corrente","sct-013","0.57"
"5a15a3c8b9f32204fd8ab774","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:30:23","corrente","sct-013","0.4"
"5a15a3cdb9f32204fd8ab775","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:30:28","corrente","sct-013","0.43"
"5a15a3d2b9f32204fd8ab776","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:30:33","corrente","sct-013","0.32"
"5a15a3d8b9f32204fd8ab777","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:30:39","corrente","sct-013","0.57"
"5a15a3ddb9f32204fd8ab778","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:30:44","corrente","sct-013","0.52"
"5a15a3e2b9f32204fd8ab779","corrente-01","yasminbraga","labic","raspberry pi","2017-10-27","20:30:49","corrente","sct-013","0.41"
